step,loss,hidden_0_n0,hidden_0_n1,hidden_0_n2,hidden_0_n3,hidden_0_n4,hidden_0_n5,hidden_0_n6,hidden_0_n7,hidden_0_n8,hidden_0_n9,hidden_0_n10,hidden_0_n11,hidden_0_n12,hidden_0_n13,hidden_0_n14,hidden_0_n15,hidden_0_n16,hidden_0_n17,hidden_0_n18,hidden_0_n19,hidden_0_n20,hidden_0_n21,hidden_0_n22,hidden_0_n23,hidden_0_n24,hidden_0_n25,hidden_0_n26,hidden_0_n27,hidden_0_n28,hidden_0_n29,hidden_0_n30,hidden_0_n31,hidden_0_n32,hidden_0_n33,hidden_0_n34,hidden_0_n35,hidden_0_n36,hidden_0_n37,hidden_0_n38,hidden_0_n39,hidden_0_n40,hidden_0_n41,hidden_0_n42,hidden_0_n43,hidden_0_n44,hidden_0_n45,hidden_0_n46,hidden_0_n47,hidden_0_n48,hidden_0_n49,hidden_0_n50,hidden_0_n51,hidden_0_n52,hidden_0_n53,hidden_0_n54,hidden_0_n55,hidden_0_n56,hidden_0_n57,hidden_0_n58,hidden_0_n59,hidden_0_n60,hidden_0_n61,hidden_0_n62,hidden_0_n63,hidden_0_n64,hidden_0_n65,hidden_0_n66,hidden_0_n67,hidden_0_n68,hidden_0_n69,hidden_0_n70,hidden_0_n71,hidden_0_n72,hidden_0_n73,hidden_0_n74,hidden_0_n75,hidden_0_n76,hidden_0_n77,hidden_0_n78,hidden_0_n79,hidden_0_n80,hidden_0_n81,hidden_0_n82,hidden_0_n83,hidden_0_n84,hidden_0_n85,hidden_0_n86,hidden_0_n87,hidden_0_n88,hidden_0_n89,hidden_0_n90,hidden_0_n91,hidden_0_n92,hidden_0_n93,hidden_0_n94,hidden_0_n95,hidden_0_n96,hidden_0_n97,hidden_0_n98,hidden_0_n99,hidden_0_n100,hidden_0_n101,hidden_0_n102,hidden_0_n103,hidden_0_n104,hidden_0_n105,hidden_0_n106,hidden_0_n107,hidden_0_n108,hidden_0_n109,hidden_0_n110,hidden_0_n111,hidden_0_n112,hidden_0_n113,hidden_0_n114,hidden_0_n115,hidden_0_n116,hidden_0_n117,hidden_0_n118,hidden_0_n119,hidden_0_n120,hidden_0_n121,hidden_0_n122,hidden_0_n123,hidden_0_n124,hidden_0_n125,hidden_0_n126,hidden_0_n127,hidden_1_n0,hidden_1_n1,hidden_1_n2,hidden_1_n3,hidden_1_n4,hidden_1_n5,hidden_1_n6,hidden_1_n7,hidden_1_n8,hidden_1_n9,hidden_1_n10,hidden_1_n11,hidden_1_n12,hidden_1_n13,hidden_1_n14,hidden_1_n15,hidden_1_n16,hidden_1_n17,hidden_1_n18,hidden_1_n19,hidden_1_n20,hidden_1_n21,hidden_1_n22,hidden_1_n23,hidden_1_n24,hidden_1_n25,hidden_1_n26,hidden_1_n27,hidden_1_n28,hidden_1_n29,hidden_1_n30,hidden_1_n31,hidden_1_n32,hidden_1_n33,hidden_1_n34,hidden_1_n35,hidden_1_n36,hidden_1_n37,hidden_1_n38,hidden_1_n39,hidden_1_n40,hidden_1_n41,hidden_1_n42,hidden_1_n43,hidden_1_n44,hidden_1_n45,hidden_1_n46,hidden_1_n47,hidden_1_n48,hidden_1_n49,hidden_1_n50,hidden_1_n51,hidden_1_n52,hidden_1_n53,hidden_1_n54,hidden_1_n55,hidden_1_n56,hidden_1_n57,hidden_1_n58,hidden_1_n59,hidden_1_n60,hidden_1_n61,hidden_1_n62,hidden_1_n63,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9
69,0.040334,-0.436132,-1.049293,-0.891315,0.386965,-1.495869,1.467566,1.244782,-3.132618,1.975044,0.680493,-4.424328,-5.194656,0.000999,1.177007,-1.124779,0.973216,-3.310065,-0.923714,-0.947042,3.932183,2.510463,-1.36348,3.951067,-4.224931,0.006365,-1.775586,0.733855,2.277405,2.366439,-1.832463,1.594496,1.348741,1.83158,0.897424,-0.480505,1.146891,0.15297,0.615963,1.102821,-4.039171,0.927894,-2.118547,-2.968232,2.716835,0.297247,2.386508,0.855941,-0.050535,3.257577,2.384634,0.694557,1.310917,1.566834,1.47552,3.930254,-0.440188,-0.122807,-1.594819,-0.822372,-2.67956,-4.702625,-3.236503,-1.82557,2.00314,-0.071032,1.328656,-0.283588,1.579347,0.782042,1.744033,2.216733,-1.44543,-4.546518,3.782163,-2.556805,0.237104,-0.871343,-0.101549,1.678586,0.054687,-5.309253,-0.22236,0.502685,-0.539709,1.238078,1.034555,-3.882222,0.8782,3.581702,-0.210336,-2.44997,0.414305,-1.213051,-1.606499,2.984032,2.496197,1.75766,-0.145727,0.36072,2.591149,-2.265198,0.11604,2.417923,0.390746,-2.616961,2.479458,0.445149,1.746135,0.304138,-1.452058,-1.596942,4.766387,-3.54855,-0.146814,4.265336,0.951219,-3.030334,1.962562,1.4774,-0.375051,-1.38687,-0.687551,-5.432788,3.729515,-2.815871,-0.270512,-3.862147,0.030233,2.273838,3.86401,1.712541,3.948917,-1.67279,2.655089,-0.72652,4.320729,4.801462,-2.119436,4.976614,0.092947,2.958076,0.792828,2.156543,-3.987947,2.603825,2.081241,1.678216,-3.518469,0.32465,2.503698,1.418651,-0.049076,-0.008596,-4.963655,2.631203,3.984654,3.644649,2.481073,4.327141,3.08145,4.599196,1.215985,1.648277,-2.365276,1.790413,1.158642,4.29058,3.096663,-0.720888,5.590449,6.447956,2.004308,1.655071,2.984952,4.851494,4.475385,3.126335,3.096864,4.078336,-0.05573,1.14171,3.782215,1.984851,2.83394,1.328046,1.239922,1.997631,3.128337,2.304306,0.673194,5.479055,1.129339,-5.473958,-4.185096,-1.16945,-1.880839,-6.853418,-2.353808,-4.601895,-3.638532,-3.121262,-2.027645
70,0.033027,-0.978709,-0.472195,-1.058783,0.616628,-0.920725,1.794211,1.251995,-3.064522,1.621426,0.578208,-4.293546,-5.00772,0.362756,1.298649,-0.716013,0.219232,-2.255483,-0.938438,-0.95731,4.133426,2.719203,-1.348516,3.876041,-3.971309,0.147878,-1.04343,1.180691,2.42932,1.859533,-2.176636,1.42984,1.176313,2.130379,1.54139,0.37161,1.136127,0.575473,0.915532,0.841701,-3.854171,1.096902,-2.11167,-2.167105,2.49663,0.536878,2.400309,1.181748,-0.486918,3.426934,2.307078,1.217852,1.489883,1.971797,1.285465,3.94751,-0.317665,-0.230991,-1.129474,-1.130895,-2.578265,-4.118914,-2.878748,-1.685665,2.044483,0.525596,1.385185,-0.644187,1.770045,0.860449,1.584088,2.19739,-1.311597,-4.721736,3.581511,-1.928856,0.129588,-0.00994,-0.172244,1.834587,0.309117,-5.35161,-0.287007,0.467695,-0.844277,1.9693,0.618111,-3.764723,0.652092,3.527839,-0.104155,-2.244092,0.841982,-0.93172,-1.494062,3.598114,2.605797,1.944357,0.035537,0.017671,2.320583,-2.292718,0.334173,2.460005,-0.200134,-2.622568,2.837463,0.700597,2.084312,0.26744,-1.585907,-1.655795,5.014308,-3.275263,0.088647,3.915628,0.992353,-2.761852,1.780343,1.218523,-0.553382,-0.754562,-0.411524,-5.704073,3.465698,-2.803132,0.518181,-3.065771,-0.462717,2.195604,2.757916,2.124495,4.018999,-2.430108,2.91501,-0.550613,4.784349,4.527072,-1.670936,4.409361,-0.35541,3.075891,0.527933,2.858825,-3.547034,2.864022,1.962695,2.304539,-3.454164,0.788951,2.61122,1.249974,-0.033344,0.021195,-4.836,2.494917,4.117538,3.624279,2.649407,5.010015,2.776926,4.404024,1.466939,2.019915,-2.560333,2.6531,1.005129,3.983237,3.365177,-0.723183,6.287178,6.625213,2.304168,1.986354,2.832578,4.886702,3.853508,2.944721,3.131626,3.821086,0.263436,0.800182,3.821268,1.49751,2.79342,1.944959,1.307953,2.577748,2.201287,1.985972,0.597013,6.087745,0.930859,-6.381222,-3.876346,-1.92974,-1.420442,-6.392344,-2.646243,-6.408116,-2.832342,-3.065546,-1.092782
71,0.042605,-0.511314,-0.694472,-0.941757,0.350662,-0.871821,1.605486,1.236362,-3.091705,1.578669,0.722235,-4.489651,-5.162471,0.390217,1.432025,-0.600791,-0.137485,-2.903492,-0.842677,-0.38773,4.202194,2.673791,-0.747951,4.11281,-4.153134,0.024957,-0.674291,0.756296,2.372709,1.558415,-1.20945,1.508106,1.337512,1.935334,1.026659,0.140125,0.941576,1.324856,0.771007,1.078015,-3.194586,0.885477,-2.091888,-1.927847,2.511596,0.276081,2.371129,1.091134,0.0862,3.449233,2.113415,0.981104,1.736604,1.654101,1.257886,4.11049,-0.184669,-0.069906,-0.999774,-1.381681,-2.613377,-4.326801,-2.960549,-2.071684,2.087003,0.217568,0.882782,-0.931547,1.555744,0.774597,1.386582,2.152487,-1.56486,-4.417113,3.588146,-2.801181,0.318196,-0.412543,-0.151863,1.488693,0.209747,-5.300875,-0.827378,0.435951,-1.092681,1.862803,0.741514,-4.071644,0.726405,3.405451,-0.062594,-2.304506,0.483696,-0.833842,-1.425703,3.279223,2.642723,1.60957,0.584793,0.046228,2.308123,-2.513524,0.244916,2.646304,-0.182325,-2.595058,2.709243,-0.168598,1.694557,-0.028682,-1.37622,-1.459811,4.840975,-3.368248,-0.224038,4.153837,0.668045,-3.259034,1.905166,1.414258,-0.770281,-1.021539,-0.394915,-4.896201,3.46792,-3.210063,0.143647,-2.967144,-0.201427,2.469409,3.200485,1.644447,3.998081,-2.08718,2.863883,-0.778188,4.513343,4.644896,-1.554624,4.607248,-0.218356,2.694523,0.61946,2.714898,-3.516388,2.469723,2.260699,2.025287,-3.712401,1.057261,2.592868,1.693387,-0.202404,0.163581,-4.68978,2.587514,4.098462,3.697499,2.558689,4.567164,2.653935,4.400028,1.42701,1.344169,-2.839202,2.031034,1.05471,4.153839,3.389111,-0.628247,5.811926,6.600949,2.014688,1.725425,2.963724,4.821311,4.390391,2.859217,3.085186,3.71817,0.318185,0.644555,3.893903,1.839879,2.986181,1.428189,1.389911,2.145052,2.583657,2.173723,0.587264,5.649702,0.666989,-5.336346,-3.524871,-1.396804,-1.923021,-6.753119,-2.777243,-5.555758,-2.752412,-3.192669,-1.758203
72,0.014532,-1.032729,-0.693554,-0.76727,0.246237,-0.910542,1.512375,1.40873,-3.14909,1.494411,0.62516,-5.102712,-5.307604,0.237064,1.481875,-0.301938,0.655719,-1.867922,-0.73943,-0.907396,4.468935,2.836227,-0.997009,3.898376,-3.987657,0.317512,-1.324536,1.485835,3.046578,1.8217,-1.988679,1.732059,1.223861,2.171618,1.415218,0.015946,0.852372,0.378934,0.668798,0.637945,-4.327865,1.05285,-2.188036,-1.891733,2.379317,0.958491,2.317572,1.229841,-0.771189,3.637926,2.084956,1.394425,2.012345,1.765496,0.984971,4.423349,-0.355453,-0.293041,-0.666214,-1.445055,-2.626773,-4.435714,-2.892821,-1.995021,2.18451,0.563953,1.17114,-0.712408,1.922942,0.849575,1.475593,2.063085,-1.284551,-4.432431,3.593988,-2.337337,-0.023929,-0.307205,0.182409,1.898712,0.203164,-4.990154,-0.066659,0.231634,-1.474198,2.02257,0.419282,-4.596717,0.487213,3.346995,-0.156569,-2.661359,0.715795,-0.774311,-1.886793,3.440368,2.715742,2.151079,0.235283,0.030122,2.140913,-2.591813,0.265805,2.818254,-0.609686,-2.701195,3.267551,0.380828,1.956309,0.247508,-1.652937,-1.782905,5.045747,-3.509475,-0.540411,4.157421,0.942716,-3.092758,1.967361,1.422094,-0.634148,-0.89065,-0.430861,-6.194715,4.27044,-3.127793,0.668537,-3.087976,-0.592807,2.653583,2.924098,2.031337,4.217865,-2.571802,3.146009,-0.871013,5.006268,4.539785,-1.396318,4.385457,-0.823547,2.752087,0.482618,3.138479,-3.610614,2.509837,2.442136,2.281558,-3.819979,0.887903,2.500066,1.711156,-0.367331,-0.02147,-4.836784,2.976635,4.283117,4.034575,2.852153,5.002035,2.812424,4.256647,1.732668,1.67585,-2.758394,2.291052,1.267544,3.885706,3.564879,-1.646228,6.323938,7.070469,2.1492,1.997137,2.674282,4.660881,4.355933,2.703759,3.426024,3.658502,0.336928,0.414076,4.183803,1.270304,2.786396,1.843565,1.3,2.301887,2.481881,1.662841,0.57826,5.889397,0.613919,-5.445573,-3.667324,-1.536258,-1.581969,-6.484888,-3.692232,-6.850194,-2.820875,-3.058641,-1.041791
73,0.009126,-0.830238,-0.476665,-1.150373,0.595892,-0.373457,2.002794,1.395913,-3.112204,1.880001,0.651418,-4.00788,-4.807039,0.405813,1.771395,-0.471863,0.085612,-1.73074,-0.524208,-1.055857,4.401701,2.817305,-0.811625,3.900827,-3.791352,0.417004,-0.889636,1.410359,2.797143,1.307236,-1.328169,1.576953,1.351219,2.077035,1.455896,0.179995,0.954413,0.994826,0.419274,0.915461,-3.114143,1.052943,-2.163251,-1.82483,2.540616,0.392693,2.614038,1.282771,-0.515732,3.710376,1.933068,1.011334,1.862282,2.120497,1.06898,4.109733,-0.075663,-0.566457,-0.401025,-1.430634,-2.612383,-4.474403,-2.530457,-2.255804,2.067281,0.843472,1.401523,-0.428451,1.718637,0.63234,1.322729,2.199056,-1.671247,-5.258143,3.767446,-2.088891,0.122458,0.329967,0.52273,1.884988,0.367324,-5.497967,0.20331,0.076499,-1.559548,2.14177,0.33381,-4.168795,0.880766,3.676528,0.178392,-2.407547,0.375736,-1.075376,-1.58528,3.659972,2.749477,2.091804,0.390653,-0.328068,2.359209,-2.110246,0.228748,2.436811,-0.853319,-2.708693,3.315583,0.211267,2.156845,0.081442,-1.261673,-1.253267,5.277332,-3.037409,-0.253498,4.049588,0.736616,-2.799308,2.037908,1.149572,-1.087298,-0.7155,-0.502692,-5.314307,4.034864,-3.219312,0.735809,-2.344453,-0.706071,2.45281,2.59517,2.023927,4.288166,-2.93325,3.037384,-0.887007,4.968613,4.594254,-1.682834,4.506692,-1.114914,2.99045,0.766086,3.034451,-3.291968,2.863467,2.378524,2.244246,-3.729454,0.643237,2.562841,1.404375,-0.117343,-0.151653,-4.751241,2.744668,4.239611,3.86445,3.068643,5.247848,2.834171,4.170754,1.675625,1.895249,-2.619507,2.76164,1.360725,3.747212,3.761083,-1.35607,6.204854,6.816738,2.084405,2.342657,2.878206,5.105664,3.916384,3.064863,3.292619,3.898164,0.291341,0.502309,4.315964,1.07904,2.963502,1.964153,1.257975,2.782594,1.821715,1.96839,0.260173,5.960835,0.851759,-5.778551,-4.03023,-2.392979,-1.191149,-6.617732,-3.095246,-6.720864,-2.920516,-2.760972,-0.698278
74,0.008482,-0.984615,-0.73769,-1.164064,0.508153,-1.110947,1.443475,1.850138,-3.148362,1.524312,0.377928,-4.912692,-5.902859,-0.003035,1.173815,-0.541373,0.629637,-2.368909,-0.950071,-0.818261,4.281393,2.845229,-0.119955,3.832268,-3.961692,0.226283,-0.955053,1.124308,2.625917,1.519938,-2.129061,1.406549,1.334033,2.242887,1.31002,0.100362,0.87113,0.470008,0.76434,0.796779,-3.971591,0.850884,-2.221406,-1.960974,2.391064,0.680781,2.552163,1.499403,0.345512,3.702748,2.211674,1.111685,1.426472,1.958299,1.250604,4.283249,-0.038559,-0.100823,-1.008764,-1.269989,-2.656804,-5.020791,-3.015159,-2.28215,2.290401,0.244077,1.226881,-0.738033,1.599489,0.814958,1.403105,2.017833,-1.16422,-4.413799,3.680405,-2.457209,0.140921,-0.508101,0.200531,1.560908,0.390549,-5.562345,-0.40751,0.63451,-1.706995,1.870242,0.448103,-4.850064,0.589725,3.575182,-0.642276,-2.870897,0.889103,-1.238313,-2.022806,3.395483,2.700136,1.606368,0.013178,-0.008305,2.221977,-2.625729,0.119074,2.594872,-0.665582,-2.677499,2.911167,0.58827,2.068324,0.28931,-1.732401,-1.855979,4.989454,-3.46926,-0.417729,4.211425,0.514243,-3.503962,1.893948,1.205671,-0.909319,-1.182858,-0.730935,-5.992171,4.167815,-3.488443,0.251736,-3.614367,-0.415749,2.499511,3.026293,1.614843,4.418107,-2.376812,3.008441,-1.047759,4.999098,4.707357,-1.442017,4.621405,-0.837028,2.932172,0.581684,2.985506,-3.972432,2.642368,2.25439,2.223835,-3.80631,0.679683,2.76404,1.034327,0.011423,-0.023694,-4.639381,2.828828,4.352351,3.862714,2.847059,4.800442,2.998554,4.402984,1.252549,1.710106,-2.945607,2.169867,0.8758,3.893231,3.693068,-0.874282,6.184972,7.044979,1.881392,1.692688,2.916582,4.923824,4.28992,2.683694,3.356682,3.665959,0.022658,0.361603,4.185932,1.687708,2.979982,1.551616,1.393235,2.385223,2.410361,1.963326,0.204095,6.018193,0.863476,-5.515081,-4.48631,-1.46976,-1.130442,-7.082207,-2.863438,-6.23064,-2.957379,-3.064006,-1.225691
75,0.00883,-0.576935,-0.708976,-0.92042,0.474724,-0.567721,1.856391,1.276151,-3.106219,1.477535,0.562161,-4.265524,-4.901452,0.455285,1.584901,-0.640354,-0.326236,-2.697212,-0.889587,-1.075132,4.241232,2.801274,-1.158737,3.969626,-4.371694,0.09816,-1.300458,0.86189,2.198055,1.726962,-1.356594,1.464723,1.324109,2.172906,0.970603,0.343223,0.961544,1.630248,0.927383,0.786435,-3.149554,0.95137,-2.110393,-1.728955,2.389716,0.050291,2.307126,1.12016,-0.34398,3.313313,2.258235,1.028504,1.371792,1.996259,1.172757,3.844497,-0.209749,-0.099387,-0.73638,-1.258181,-2.602523,-4.294968,-2.717697,-1.932833,2.067374,0.337181,1.436038,-0.885388,1.870421,0.659894,1.489668,2.10392,-2.003868,-4.951606,3.670967,-2.384401,0.062282,-0.299882,-0.300799,1.507928,0.07622,-5.789937,-0.419101,0.180685,-0.997039,2.106843,0.644252,-3.654192,0.906292,3.617347,0.101206,-1.641763,0.531157,-1.625934,-1.149853,3.391885,2.378302,1.953594,0.51252,-0.097842,2.425276,-2.399574,0.139848,2.144382,-0.255154,-2.675191,2.851635,0.082702,2.152143,0.294967,-1.162219,-1.457276,5.049999,-3.077393,-0.230064,4.076541,0.66374,-3.204789,1.536496,1.297271,-0.680058,-1.22411,-0.650456,-5.153516,3.351399,-3.200826,0.476149,-2.863511,-0.720191,2.210042,2.969647,2.221237,3.787043,-2.500518,2.840348,-0.504462,4.701695,4.462077,-1.836344,4.584354,-0.406701,3.121233,0.654489,2.833412,-3.091652,2.627791,2.282168,1.950044,-3.387459,0.663668,2.456239,1.714144,-0.221268,0.013815,-4.689822,2.514249,4.036165,3.53605,2.490708,5.013049,2.764,4.280052,1.673742,1.984501,-2.586364,2.564345,1.336532,3.842433,3.176213,-0.688735,6.156022,6.313058,1.980626,2.322708,2.9079,4.793751,3.988301,3.069858,3.209101,4.016821,0.353322,0.820961,3.71567,1.568861,2.911472,1.783666,1.186012,2.497541,2.317629,1.918689,0.836098,5.779972,1.028383,-5.978014,-3.697205,-1.88537,-1.866407,-5.72102,-2.985361,-6.23119,-2.970141,-2.891749,-1.296651
76,0.034738,-0.552881,-0.678633,-0.459736,0.468835,-1.251764,1.712075,1.547345,-3.14086,1.665266,0.790031,-4.376361,-5.072014,0.28752,1.538285,-0.645761,0.295344,-3.341207,-0.453231,-1.259635,4.026567,2.672117,-1.29185,3.845381,-4.788239,0.033941,-0.89309,0.486094,2.203251,1.987117,-1.892719,1.285663,1.47878,2.248459,1.206068,0.174266,1.132097,1.122757,0.821992,0.702182,-4.35627,0.832066,-2.174498,-2.15359,2.419395,0.437869,2.223012,1.363878,0.709979,3.395687,2.618239,0.968486,0.582469,1.947003,1.206375,3.80357,-0.086113,-0.164035,-0.838549,-0.861259,-2.645182,-4.437985,-2.291779,-2.073631,1.81249,0.573088,1.112702,-0.454595,1.473622,0.820761,1.537952,2.068091,-1.939805,-5.670296,3.755641,-2.75736,0.358214,0.344122,-0.63255,1.4251,0.286836,-6.014903,-0.883202,0.567244,-0.429982,2.033623,0.947222,-3.822718,1.180656,3.641149,-1.346949,-1.634826,0.668537,-2.190473,-1.145933,3.207249,2.803746,1.687824,0.41163,-0.42294,2.133844,-2.595278,0.263386,1.76646,-0.030889,-2.623497,2.349283,0.447293,1.941216,0.168074,-1.439099,-1.454841,5.052446,-3.382164,-0.287487,4.136783,0.746798,-3.996211,1.57444,1.075291,-0.565744,-0.779922,-0.512164,-6.013218,3.760785,-3.171601,-0.008558,-3.509732,-0.588506,2.211583,3.223465,2.049113,3.615875,-2.592257,2.782191,-0.69329,4.813172,4.341,-2.501394,4.988774,-0.352909,3.097674,0.785101,2.5165,-3.171425,2.431645,2.45001,1.7098,-3.249423,0.499786,2.624767,1.636943,-0.062039,0.213343,-4.504513,2.419052,4.178397,3.199687,2.286278,4.956275,3.110306,4.77331,1.674846,1.893306,-2.806253,2.067907,1.118612,3.600879,3.164523,-0.26773,6.114505,6.17721,1.622548,2.265107,3.006886,4.456799,4.283637,3.211707,3.076829,4.289584,0.57949,1.119755,3.46536,1.558805,2.80275,1.681127,1.299242,1.839173,2.547122,2.105575,0.705217,5.545843,1.637815,-5.74125,-3.7035,-1.715588,-2.015885,-5.711069,-3.09731,-5.096142,-3.16308,-2.650056,-2.054148
77,0.016117,-0.842856,-0.434549,-1.378482,0.437447,-0.997553,1.936862,1.411994,-3.158784,1.342104,0.520786,-4.194906,-5.390624,0.183772,1.518999,-0.419579,-0.018155,-2.979513,-0.523508,-1.250932,4.170742,2.811593,-1.91226,3.776821,-4.654516,0.296164,-1.086609,1.24599,2.319189,2.042233,-1.551836,1.394241,1.327645,2.409185,1.410415,0.419812,1.15852,1.139301,0.991527,0.889678,-3.723453,0.937973,-2.216111,-1.6684,2.310134,0.564083,2.271244,1.300902,-0.424255,3.541967,2.659834,0.985741,1.356305,1.787854,1.066934,3.784909,-0.186494,-0.063137,-0.406539,-1.505152,-2.591187,-4.543267,-2.54505,-1.946143,1.792125,0.586138,1.222833,-0.593438,1.881938,0.949323,1.439155,2.263333,-1.733374,-5.189767,3.704179,-2.336781,0.023369,0.159119,-0.358208,1.834738,0.332452,-6.291281,-0.491875,0.349879,-0.9357,2.297158,0.534368,-3.718361,1.125375,3.414053,-0.381438,-1.974369,0.670218,-1.875454,-1.107504,3.173735,2.556862,2.193554,0.344707,-0.113302,2.229921,-2.863144,0.189757,2.236367,-0.371633,-2.659496,2.809846,0.457116,1.850526,0.550024,-1.498606,-1.530417,5.241855,-3.444295,0.030734,3.994646,0.902381,-3.284146,1.553225,1.231307,-0.706459,-0.859675,-0.384682,-6.380436,3.708339,-2.693089,0.331034,-3.736372,-0.640575,2.452662,3.201529,2.138523,4.05358,-2.613116,3.080847,-0.411505,5.21472,4.229596,-2.05757,4.519124,-0.594232,2.831692,0.537344,3.100334,-3.151181,2.644471,2.543982,1.841183,-3.454062,0.711461,2.603108,1.410772,0.121108,0.264978,-4.7021,2.983084,4.568274,3.648698,2.746299,5.045226,2.905826,4.504672,1.653265,2.079811,-2.466865,2.489805,1.01488,3.573428,3.470696,-0.849795,6.522257,6.385003,1.787385,2.386855,2.716289,4.49931,4.318535,2.976441,3.455014,3.892945,0.55735,0.642719,3.830022,1.416844,2.788402,2.302333,1.457336,2.631346,2.558422,1.745011,0.716638,5.654039,0.93382,-5.711975,-4.144153,-1.626159,-1.642958,-6.137544,-3.88132,-6.483044,-2.59708,-2.949667,-1.220349
78,0.01543,-0.953779,-0.707869,-0.564491,0.353142,-0.884786,1.186196,1.775899,-3.152002,1.686358,0.464361,-5.107136,-5.410661,0.03082,1.594974,-0.227127,0.986376,-2.659574,-0.642602,-1.00241,4.111132,2.77679,-0.591603,3.926403,-4.375299,0.311534,-1.356267,1.175478,2.822645,1.982493,-1.903056,1.309118,1.087386,2.165469,1.046953,-0.344993,1.017086,0.745575,0.424612,0.835755,-3.995427,0.981777,-2.15097,-2.037471,2.322105,0.67504,2.241871,1.45292,0.166428,3.307486,2.183632,1.135389,1.326706,2.001684,1.07016,4.212029,-0.561174,-0.194244,-1.247307,-1.217726,-2.623606,-4.325346,-2.548345,-1.926046,2.158715,-0.240355,1.429264,-0.333373,1.557727,0.906887,1.724674,2.197586,-1.308774,-4.769779,3.602466,-2.405267,0.208873,-0.217811,0.342693,1.61436,0.213955,-5.218596,-0.422806,0.482207,-1.174606,1.932945,0.795811,-4.47472,0.776648,3.629028,-0.722016,-2.641857,0.75182,-1.119481,-1.55474,3.141902,2.396825,1.856956,-0.092428,-0.266461,2.17136,-2.573291,-0.181319,2.476256,-0.318834,-2.654804,2.783462,0.182244,2.030078,-0.032719,-1.966427,-1.259756,4.874064,-3.140282,-0.313165,4.130466,0.711029,-3.49031,2.022147,1.119128,-0.594811,-0.964575,-0.65838,-6.027253,4.216908,-2.840352,0.211717,-3.263604,-0.492175,2.67697,3.301658,1.553516,4.219689,-2.674841,3.229863,-0.359237,5.110196,4.618009,-1.922452,4.512844,-0.444084,2.861067,0.79054,2.915394,-4.093439,2.570319,2.179591,1.899462,-3.782224,0.661736,2.95389,1.276547,0.027815,-0.116437,-4.607262,3.001159,4.143508,3.754496,2.860429,4.642617,2.838335,4.529401,1.342499,1.858714,-2.750484,1.88469,1.209823,4.186203,3.546765,-1.077709,6.068547,6.855308,1.695802,1.605617,2.442718,4.662323,4.47769,2.165229,3.381843,3.455149,0.159836,0.183247,4.159805,1.897513,2.509079,1.411484,1.550387,2.422587,2.827625,1.68039,0.810095,6.144121,0.873033,-5.50331,-4.09234,-0.759597,-0.813602,-7.131351,-3.325758,-6.570866,-2.658372,-3.172269,-1.528024
79,0.021728,-0.447529,-0.920631,-0.869226,0.606544,-1.119976,1.634082,1.363291,-3.134065,1.469982,0.791488,-4.476688,-5.03491,0.036339,1.47766,-0.454399,0.323158,-2.9846,-0.276156,-0.848746,4.173762,2.637275,-1.337813,3.892076,-4.468264,0.267622,-0.978463,0.797587,2.273337,1.83445,-1.086368,1.40605,1.439338,2.152642,1.260489,-0.048169,0.792417,1.258728,0.888319,0.761162,-3.46114,0.82816,-2.173564,-2.046808,2.325109,0.524228,2.09815,1.167238,0.095506,3.306266,2.318047,0.945918,1.374843,1.695087,1.144341,4.02918,-0.058799,0.00334,-0.737518,-1.422235,-2.606669,-4.594588,-2.611302,-1.880636,2.006783,0.506683,1.054718,-0.807943,1.697396,0.883602,1.566341,2.187352,-1.882925,-4.87033,3.813876,-2.808994,0.240329,-0.242769,-0.415595,1.659564,0.24537,-5.613729,-0.258938,0.375324,-0.996437,1.90674,0.889625,-3.982655,0.983252,3.502419,-0.226922,-2.30431,0.378076,-1.663676,-1.191175,3.210305,2.556278,1.831542,0.397904,-0.200517,2.303301,-2.541379,0.213171,2.330069,-0.149594,-2.624783,2.662732,0.116457,1.755199,0.147514,-1.118638,-1.521314,4.84054,-3.647158,-0.275652,4.269163,0.817763,-3.629248,1.636856,1.192059,-0.706727,-0.922679,-0.692838,-5.362718,3.725671,-3.005973,0.11277,-3.471873,-0.33002,2.583149,3.290922,1.867216,3.866738,-2.646254,2.686181,-0.425783,4.707035,4.628248,-2.029784,4.802934,-0.234536,2.979815,0.681696,2.545782,-3.237335,2.249651,2.155639,1.635504,-3.542881,0.753163,2.803159,1.660992,-0.041281,0.209184,-4.735986,2.585744,4.22094,3.582843,2.719107,4.95575,2.740928,4.814127,1.489917,1.766445,-2.825664,2.148634,1.278131,3.81611,3.34776,-0.564624,5.973178,6.510126,2.034458,2.01373,2.760919,4.686922,4.373582,2.876195,3.085307,3.849538,0.332596,0.832834,3.789655,1.926509,2.608644,1.564489,1.289422,2.275403,2.495708,1.976688,0.496577,5.694808,0.978022,-5.77358,-3.720152,-1.23896,-1.675829,-6.656977,-2.950067,-5.685587,-2.862273,-2.75101,-2.116776
